CustomerID,Gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,NumSupportCalls,NumProductsUsed,DaysSinceLastContact,AvgMonthlyUsage,ContractMonthsRemaining,Churn
CUST-007564,Female,1,No,No,37.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.86,811.16,10,6,134,28.2,14,0
CUST-007565,Male,0,No,No,63.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),101.17,6374.37,12,3,91,152.4,0,0
CUST-007566,Female,0,Yes,No,72.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,29.9,2155.82,0,1,279,82.5,7,1
CUST-007567,Male,0,No,No,17.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,73.54,1272.91,2,2,334,118.3,21,0
CUST-007568,Male,0,Yes,Yes,35.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,78.23,2736.45,4,3,326,179.1,18,0
CUST-007569,Male,1,No,No,22.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.69,2129.44,6,1,217,178.2,0,0
CUST-007570,Female,0,Yes,Yes,18.0,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),40.79,735.22,13,5,152,164.0,0,0
CUST-007571,Female,0,No,No,13.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),38.45,500.52,9,5,124,280.6,0,0
CUST-007572,Female,1,Yes,Yes,12.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),79.09,929.87,2,1,332,101.2,0,1
CUST-007573,Male,0,Yes,No,41.0,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.36,2422.44,1,2,255,187.0,0,0
CUST-007574,Female,0,No,No,46.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,88.12,4007.98,14,4,329,151.6,6,0
CUST-007575,Female,0,No,No,38.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.12,1000.36,2,3,86,210.7,0,0
CUST-007576,Male,0,Yes,No,58.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.89,5216.91,7,6,294,52.2,18,0
CUST-007577,Female,0,Yes,No,35.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,94.48,3311.65,13,3,278,291.7,6,0
CUST-007578,Male,1,No,Yes,67.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),88.62,5967.06,1,3,240,137.8,6,0
CUST-007579,Female,0,No,No,24.0,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,43.86,1065.52,0,1,165,232.5,6,0
CUST-007580,Female,0,No,No,13.0,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,27.04,375.43,8,5,274,185.1,0,1
CUST-007581,Male,0,Yes,No,31.0,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),46.21,1454.08,4,4,109,156.3,0,0
CUST-007582,Male,0,Yes,No,14.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.37,445.31,4,1,19,147.9,0,1
CUST-007583,Female,0,No,No,56.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.32,1667.75,0,1,239,227.4,13,1
CUST-007584,Male,0,No,Yes,33.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.27,2896.14,11,3,196,146.7,0,0
CUST-007585,Male,0,No,No,11.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,100.58,1119.3,0,2,293,293.8,0,1
CUST-007586,Male,0,No,No,18.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.4,381.27,1,4,35,119.3,2,1
CUST-007587,Female,0,Yes,Yes,17.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.29,1016.81,13,5,15,116.2,0,0
CUST-007588,Male,0,No,No,59.0,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),44.69,2677.33,3,1,331,53.2,11,0
CUST-007589,Male,0,Yes,No,22.0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,78.14,1724.55,0,1,327,109.0,1,0
CUST-007590,Female,0,Yes,Yes,24.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),70.78,1710.52,13,4,321,51.5,0,0
CUST-007591,Male,0,No,No,59.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.67,1336.7,11,5,246,98.2,11,0
CUST-007592,Female,1,No,No,31.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.92,893.29,0,5,189,258.2,0,0
CUST-007593,Female,0,No,Yes,15.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.58,392.21,8,1,151,91.4,0,0
CUST-007594,Female,0,Yes,No,1.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,93.37,75.71,9,6,130,166.5,12,1
CUST-007595,Male,0,No,No,13.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.86,345.16,2,2,300,37.6,0,0
CUST-007596,Female,0,Yes,Yes,4.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,96.98,422.33,9,3,282,270.5,24,0
CUST-007597,Female,1,Yes,No,52.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,78.27,4066.93,0,5,331,242.9,23,0
CUST-007598,Male,0,No,No,42.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),81.04,3410.35,10,4,105,291.1,4,0
CUST-007599,Male,0,No,No,50.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.59,1363.08,1,6,270,194.8,0,1
CUST-007600,Male,0,Yes,No,62.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,37.88,2313.24,5,6,205,103.5,0,1
CUST-007601,Male,0,Yes,Yes,38.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,74.01,2812.7,12,3,304,79.1,0,0
CUST-007602,Male,1,Yes,No,33.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),108.82,3578.25,4,5,247,106.0,0,1
CUST-007603,Male,1,No,No,64.0,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,112.15,7158.13,6,2,344,227.8,0,1
CUST-007604,Male,0,Yes,No,65.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.38,4606.19,13,5,278,110.7,0,0
CUST-007605,Male,0,Yes,No,36.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,103.81,3706.67,11,2,62,86.1,9,0
CUST-007606,Male,0,Yes,Yes,4.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,88.84,358.53,13,4,133,200.1,0,1
CUST-007607,Female,0,No,Yes,51.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,79.61,4097.98,2,3,235,256.7,0,0
CUST-007608,Male,1,Yes,Yes,65.0,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),27.88,1801.37,8,2,200,211.3,1,0
CUST-007609,Male,0,Yes,Yes,22.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.55,1870.83,12,1,273,265.6,0,1
CUST-007610,Male,1,Yes,Yes,43.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),53.97,2301.79,14,3,340,198.1,0,0
CUST-007611,Male,0,Yes,No,31.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.59,872.26,3,1,295,66.6,0,0
CUST-007612,Male,0,No,Yes,25.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.27,676.89,3,2,116,196.5,0,0
CUST-007613,Male,0,No,Yes,9.0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,61.03,542.52,9,3,146,167.1,0,1
CUST-007614,Female,0,No,Yes,8.0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,56.0,402.53,8,2,255,28.7,0,0
CUST-007615,Female,0,Yes,No,20.0,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,36.18,703.34,9,3,339,185.1,0,1
CUST-007616,Female,0,Yes,Yes,18.0,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,71.81,1284.13,13,4,245,58.9,0,1
CUST-007617,Female,0,No,No,64.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.85,3883.51,5,5,120,80.7,0,0
CUST-007618,Female,0,No,Yes,60.0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,91.03,5470.16,3,3,94,248.4,4,0
CUST-007619,Male,0,No,Yes,10.0,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,87.95,893.43,6,5,163,27.3,8,1
CUST-007620,Female,1,No,No,71.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,84.41,5989.94,6,4,18,10.2,0,0
CUST-007621,Female,0,Yes,No,65.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),86.89,5669.38,0,1,335,199.0,23,0
CUST-007622,Female,0,No,No,6.0,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,88.22,493.32,12,6,226,286.1,9,1
CUST-007623,Female,0,No,No,27.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,111.87,3035.03,11,5,243,12.2,8,0
CUST-007624,Male,0,No,No,12.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),91.4,1093.68,14,1,63,72.3,0,1
CUST-007625,Female,1,Yes,Yes,52.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.43,4462.74,1,5,26,161.2,0,1
CUST-007626,Female,0,No,No,27.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,70.92,1930.93,0,1,291,296.9,0,0
CUST-007627,Male,0,Yes,Yes,15.0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,55.05,831.55,8,2,310,155.5,0,0
CUST-007628,Male,0,Yes,No,71.0,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),51.01,3610.94,3,3,259,173.1,7,0
CUST-007629,Female,0,No,No,24.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,76.84,1865.01,7,2,18,185.3,5,0
CUST-007630,Male,0,No,Yes,10.0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),109.29,1093.66,0,5,157,39.3,0,1
CUST-007631,Male,0,No,No,23.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,88.97,2063.34,7,4,224,278.7,11,0
CUST-007632,Male,0,No,No,68.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.06,1983.23,8,4,322,198.5,2,0
CUST-007633,Female,1,No,No,12.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),68.43,799.0,12,1,238,67.1,3,0
CUST-007634,Male,0,No,No,22.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),82.11,1773.32,2,6,42,41.0,8,0
CUST-007635,Male,0,Yes,No,16.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.35,1311.64,12,6,66,206.7,0,0
CUST-007636,Male,0,Yes,No,34.0,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,44.68,1524.99,9,4,166,274.6,0,0
CUST-007637,Male,0,Yes,Yes,16.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),92.62,1470.94,12,6,239,132.6,21,0
CUST-007638,Female,0,No,Yes,22.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.78,1828.11,11,1,39,16.9,0,0
CUST-007639,Female,0,No,No,57.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,82.79,4707.68,12,5,136,240.2,11,0
CUST-007640,Female,0,No,No,52.0,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),31.22,1588.43,3,5,143,220.8,14,0
CUST-007641,Female,0,Yes,No,62.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),57.3,3561.23,9,6,264,98.3,22,0
CUST-007642,Female,0,Yes,No,6.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),39.95,257.75,8,4,161,82.2,0,0
CUST-007643,Male,0,Yes,No,55.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.28,1332.01,13,6,114,176.0,5,0
CUST-007644,Female,0,No,No,61.0,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),52.07,3171.0,1,6,145,235.4,0,0
CUST-007645,Male,0,Yes,No,50.0,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),65.74,3305.94,5,2,221,283.7,19,1
CUST-007646,Female,1,No,No,36.0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.29,3009.92,14,4,115,99.1,0,0
CUST-007647,Female,0,Yes,No,63.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.4,1562.44,6,4,143,214.4,1,0
CUST-007648,Male,0,No,No,9.0,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,52.15,488.66,10,6,324,259.6,7,0
CUST-007649,Female,0,No,No,39.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),101.44,3943.18,11,2,360,189.9,0,1
CUST-007650,Female,0,Yes,No,19.0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,47.59,896.64,9,2,267,288.4,0,1
CUST-007651,Male,0,No,No,33.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),41.13,1357.81,2,4,325,147.5,0,0
CUST-007652,Female,0,No,No,8.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.06,179.83,12,2,271,18.6,3,1
CUST-007653,Male,0,No,No,17.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),106.14,1794.69,8,4,200,138.7,2,0
CUST-007654,Male,0,No,No,41.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.9,4105.79,12,6,240,37.3,7,0
CUST-007655,Male,0,No,No,33.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.1,2184.99,4,5,171,31.8,0,0
CUST-007656,Male,0,Yes,No,67.0,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,102.0,6823.63,3,2,274,223.8,0,0
CUST-007657,Female,0,Yes,No,60.0,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.35,3539.24,6,2,135,86.8,0,1
CUST-007658,Female,0,No,Yes,18.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.81,1602.35,8,4,260,217.6,0,0
CUST-007659,Female,1,No,No,70.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,105.09,7343.92,2,2,11,59.0,6,1
CUST-007660,Female,0,Yes,No,67.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,110.89,7418.68,4,3,80,206.5,0,1
CUST-007661,Female,1,No,No,5.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,73.4,350.4,7,3,304,138.4,0,1
CUST-007662,Male,0,No,No,19.0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,65.51,1236.97,9,4,288,37.8,4,0
CUST-007663,Male,0,No,No,55.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.09,4063.4,14,6,168,189.4,0,0
CUST-007664,Female,0,No,No,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.53,375.84,4,1,56,89.0,12,0
CUST-007665,Female,0,No,No,52.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.99,1554.34,1,2,275,122.9,0,0
CUST-007666,Male,0,No,No,63.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.97,3182.26,9,5,152,297.3,0,0
CUST-007667,Female,0,Yes,No,40.0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,66.73,2670.91,1,2,347,219.6,0,0
CUST-007668,Male,0,No,No,40.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.56,3046.39,11,1,221,249.0,0,1
CUST-007669,Male,0,Yes,No,45.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,103.97,4676.97,1,6,102,41.4,2,0
CUST-007670,Male,1,Yes,Yes,26.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.27,523.29,3,2,174,173.9,12,1
CUST-007671,Male,0,No,No,47.0,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),88.94,4147.51,1,6,314,12.2,0,1
CUST-007672,Male,1,No,No,51.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,87.69,4468.55,12,4,321,133.1,9,0
CUST-007673,Female,0,Yes,No,17.0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,65.24,1095.38,10,2,56,182.4,0,0
CUST-007674,Female,0,Yes,No,33.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.26,797.49,2,5,246,294.0,6,0
CUST-007675,Female,0,Yes,Yes,29.0,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),46.34,1323.02,2,1,205,226.7,0,0
CUST-007676,Male,0,No,No,5.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.28,135.66,5,5,67,224.0,4,0
CUST-007677,Female,0,Yes,No,35.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.68,742.46,7,1,22,249.8,8,0
CUST-007678,Female,0,Yes,No,48.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),67.97,3287.72,1,3,250,263.5,6,0
CUST-007679,Male,0,No,No,38.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.72,2726.17,9,6,32,131.2,0,1
CUST-007680,Male,0,No,Yes,49.0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),74.4,3603.97,4,3,3,297.3,0,0
CUST-007681,Male,1,Yes,Yes,27.0,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,35.85,973.73,9,6,285,36.2,0,1
CUST-007682,Female,0,No,Yes,36.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),88.25,3224.2,11,1,335,167.8,19,0
CUST-007683,Female,0,No,No,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),27.28,84.67,13,4,122,149.8,1,0
CUST-007684,Female,0,Yes,No,41.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),77.48,3142.8,1,2,182,171.9,10,0
CUST-007685,Female,0,No,Yes,40.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,46.43,1836.45,5,3,119,268.8,0,0
CUST-007686,Female,0,Yes,No,2.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,97.67,207.51,1,2,299,286.4,0,0
CUST-007687,Male,0,Yes,No,25.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,111.96,2756.02,12,1,213,49.0,0,0
CUST-007688,Female,0,Yes,No,20.0,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,36.07,731.75,3,1,140,43.7,1,0
CUST-007689,Male,0,Yes,No,70.0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),45.49,3175.54,14,3,89,229.6,0,0
CUST-007690,Female,0,Yes,No,14.0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),45.45,634.48,14,4,291,124.4,21,0
CUST-007691,Female,0,Yes,Yes,61.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.93,5494.87,4,5,290,44.0,0,0
CUST-007692,Female,0,Yes,No,59.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,77.53,4566.61,5,5,99,199.8,9,0
CUST-007693,Male,1,Yes,Yes,14.0,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,113.31,1583.59,1,1,7,65.3,0,1
CUST-007694,Female,0,No,No,14.0,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),51.02,715.13,14,4,334,39.6,17,0
CUST-007695,Female,0,Yes,No,57.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,29.75,1716.2,8,3,215,107.3,17,0
CUST-007696,Female,0,No,No,55.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),111.48,6129.11,7,5,61,55.0,0,0
CUST-007697,Female,0,Yes,Yes,44.0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,65.45,2847.16,11,4,83,280.6,0,0
CUST-007698,Male,0,No,No,42.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),27.08,1142.84,5,1,154,216.4,22,0
CUST-007699,Male,0,Yes,No,42.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,97.33,4099.43,12,5,90,56.1,11,0
CUST-007700,Male,0,Yes,No,29.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,80.04,2369.46,14,5,279,289.8,0,0
CUST-007701,Female,0,Yes,No,41.0,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,40.23,1652.74,7,5,99,126.6,1,0
CUST-007702,Male,0,Yes,Yes,54.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),64.7,3511.76,14,5,58,52.5,0,0
CUST-007703,Female,0,No,No,71.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),86.2,6121.69,11,1,35,195.1,0,1
CUST-007704,Male,0,Yes,No,33.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.85,757.75,14,6,256,31.4,5,0
CUST-007705,Female,0,Yes,No,31.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),78.74,2466.35,1,2,112,213.2,1,0
CUST-007706,Male,0,No,No,53.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,27.12,1477.9,2,3,5,191.1,0,0
CUST-007707,Female,0,No,No,65.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.21,4704.54,12,4,22,120.3,0,1
CUST-007708,Male,0,No,No,60.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.18,4896.74,4,6,59,19.3,0,0
CUST-007709,Male,0,No,Yes,59.0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,38.32,2209.05,12,3,331,145.1,4,0
CUST-007710,Female,0,No,No,20.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.24,422.42,9,1,319,268.2,4,0
CUST-007711,Male,0,Yes,No,4.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,105.56,409.82,13,1,102,141.7,17,0
